created_at,tweet,sentiment,likes,retweets,cleansing
23-May,"Nilai investasi Hyundai Motor di Indonesia senilai US$1,55 miliar disepakati pada November 2019. Saat penandatanganan MoU tersebut, banyak pihak meragukan realisasi investasi Hyundai.Translate post",Netral,339764,2,nilai investasi hyundai motor indonesia nila us miliar pakat november penandatanganan mou ragu realisasi investasi hyundaitranslate post
23-May,"BE #GUMPROUD DENGAN SYSTEMA, JENAMA TERKEMUKA DARI JEPUN! http://mialiana.com/2023/05/be-gumproud-dengan-systema-jenama.html…",Netral,,,gumproud systema jenama muka jepun
23-May,"Kalo lawan Jeonbuk Hyundai, harusnya Persis Esemka ga sih? (Ini maksudnya biar sama2 ada merk mobil di nama klub nya gitu)Translate post",Netral,759,458,kalo lawan jeonbuk hyundai persis esemka ga maksud merk mobil nama klub gitutranslate post
22-Nov,"I hate it when a bad memory comes rushing and circling inside my head. It ruins my mood for a good few days??. I miss you, Mochi kitty. I can’t apologize enough for my failure in helping...",Negatif,,,hate it when a bad memory comes rushing and circling inside my head it ruins my mood for a good few days mochi kitty cant apologize enough for my failure in helping
23-Jan,"3. Reply jawaban kalian sekreatif mungkin yang banyak & sertakan hastag #SeriusGiveaway Jangan sampai ngga ikutan ya, Sahabat! ?Translate post",Netral,235447,10947,reply kreatif serta hastag seriusgiveaway ngga ikut sahabat translate post
23-Jan,Bintang Baru Keluarga Siap Menemani! https://instagram.com/reel/Cm7mRPKqgnz/?igshid=YmMyMTA2M2Y=… #PTHMI #HyundaiID #HyundaiLovers #HyundaiStargazerTranslate post,Netral,12634,95,bintang keluarga tani pthmi hyundaiid hyundailovers hyundaistargazertranslate post
22-Jan,"Hai Agen Moladin. Mau menjual mobil bekas di aplikasi Moladin? Gampang banget, lho! Simak caranya di video ini, ya. #TerusMajuBersamamu #MoApapunMoladin",Positif,,,hai agen moladin jual mobil bekas aplikasi moladin gampang simak video terusmajubersamamu moapapunmoladin
23-Jan,"Baru minggu pertama di tahun yang baru, jadi harus semangat Toyota Friends! Biar tetap semangat kalian biasanya ngapain? Yuk jawab dengan reply tweet ini! #ToyotaAfterHoursTranslate post",Positif,182703,18842,minggu semangat toyota friends semangat ngapain reply tweet toyotaafterhourstranslate post
23-Jan,"Padahal itu mobil Daihatsu masih baru. Setelah upgrade dari produk Daihatsu yang lama. Sebenarnya saya sangat mencintai Produk nya. Tapi mau gimana, Produk lain lebih menggoda . Maaf ya @DaihatsuIn...",Positif,246,266,mobil daihatsu upgrade produk daihatsu cinta produk gimana produk goda maaf daihatsuin
23-Jan,"Fitur Find My Car adalah fitur yang memungkinkan Anda untuk mengetahui posisi mobil dan sangat berguna pada beberapa situasi, misalnya kelupaan posisi parkir, atau ketika mobil dipinjam oleh...",Netral,12610,95,fitur find my car fitur posisi mobil guna situasi lupa posisi parkir mobil pinjam
23-Jan,Laptop MSI Titan GT77 telah disertifikasi sebagai VESA DisplayHDR 1000 dan menjamin pengalaman HDR yang imersif dalam game ataupun streaming. https://sinarharapan.id/blog/2023/01/msi-titan-gt77-ber...,Positif,,,laptop msi titan sertifikasi vesa displayhdr jamin alam hdr imersif game streaming
23-Jan,Wuling Formo Max punya bak belakang yang tampak cukup besar dan mungkin akan menjadi yang terbesar di segmennya.Translate post,Positif,73,123,wuling formo max bak besar segmennyatranslate post
23-Jan,"Info Kehilangan : Ibu Rina Kehilangan Mobil Toyota Avanza type G 1300 CC, warna Abu-abu, Nopol B1715-WZG. Disewa oleh seseorang sejak 4 Des s/d 9 Des 2022, dan hingga kini mobil tdk dikembalikan....",Negatif,3695008,11,info hilang rina hilang mobil toyota avanza type g cc warna abuabu nopol bwzg sewa des sd des mobil tdk kembali
23-Jan,Mobil Hyundai IONIQ 6 tampak di kawasan Pelabuhan Tanjung Priok. #kumparanOTOTranslate post,Netral,1079310,3,mobil hyundai ioniq kawasan labuh tanjung priok kumparanototranslate post
23-Jan,Mobil Suzuki Ertiga AG 1692 CL warna coklat melintas di KM 14.400 Tol Waru-Gunungsari tiba-tiba berhenti mendadak di bahu jalan. Rupanya pengemudi meninggal. via @detik_jatimTranslate post,Negatif,21707314,41,mobil suzuki ertiga ag cl warna coklat lintas km tol warugunungsari tibatiba henti dadak bahu jalan kemudi tinggal via detikjatimtranslate post
23-Jan,"Tadi liat mobil wuling keluar kantor lucu warnanya pink.. Kek nya mobil listrik, mini, lucu warnanya body nya??Translate post",Positif,889,353,liat mobil wuling kantor lucu warna pink mobil listrik mini lucu warna body nyatranslate post
23-Jan,Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi (@) on X Cek tanda tanda tubuh kita asam,Negatif,,,sepupu celaka tabrak lari mobil honda crv putih jalan dewi sartika jaktim selasa jam wib tinggal dunia saksi on cek tanda tanda tubuh asam
23-Jan,Yang mau cari mobil all new Honda lok. Karawang/purwakarta bisa hubungi WA yaaa Promo Awal Tahun dan diskon puluhan juta Hubungi : https://wa.me/628983978462 #Rp1 #BRImo #georginanjenga #BLACKPINK_...,Netral,,,cari mobil all new honda lok karawangpurwakarta hubung wa promo diskon puluh juta hubung rp brimo georginanjenga blackpink
23-Jan,"Info lengkap, hubungi dealer terdekat di kota Anda, Wuling Call Center di 0800-100-5050 atau kunjungi http://bit.ly/WNYND2023_TW *S&K berlaku #WulingMotors #DriveForABetterLife #Airev #AlmazHybrid...",Netral,36316,204,info lengkap hubung dealer dekat kota wuling call center kunjung sk laku wulingmotors driveforabetterlife airev almazhybrid
23-Jan,"Rasakan mudahnya beli mobil TOYOTA dengan paket SPEKATAKULER !!! * Gratis Asuransi 2 tahun/senilai 16 juta rupiah * Bunga cuman 0% * Special Rate untuk Innova Zenix Gasoline bunga 2,77% Yuk...",Positif,41,6,rasa mudah beli mobil toyota paket spekatakuler gratis asuransi tahunsenilai juta rupiah bunga cuman special rate innova zenix gasoline bunga
22-Aug,Mugo mugo kuthone aman.. ora gampang diprovokasi.. kabeh sugih.. kabeh sehat.. #DAERAHISTIMEWAYOGYAKARTA #YOGYAKARTA #SLEMAN #BANTUL #KULONPROGO #GUNUNGKIDUL,Positif,,,mugo mugo kuthone aman ora gampang provokasi kabeh sugih kabeh sehat daerahistimewayogyakarta yogyakarta sleman bantul kulonprogo gunungkidul
23-Jan,"Sahabat tau ngga sih kalau setelah mengisi air aki jangan langsung menyalakan mesin mobil? ? Yap! Hal ini dapat membuat aki mobil kamu jadi rusak, lho!Translate post",Netral,234570,10935,sahabat tau ngga isi air aki langsung nyala mesin mobil yap aki mobil rusak lhotranslate post
23-Jan,"Ada baiknya, setelah mengisi air aki, diamkan dulu selama kurang lebih 15 menit supaya sel aki bisa meresap elemen kimia elektrolit dari air aki. Yuk share info ini ke keluarga, sahabat, atau...",Netral,234570,10935,baik isi air aki diam menit sel aki resap elemen kimia elektrolit air aki share info keluarga sahabat
24-Feb,"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 4, 2022. 2022 pengennya nikah, Eh jadi korban harapan palsu, Kalo mau dapat hadiah, Jangan lupa follow Daihatsu! (@) on X The G-BOX Era is live! Claim your G-BOX now.

Each G-BOX contains one of three rewards: ETH, $GBT, or [REDACTED].

Don't miss out, supply is limited??",Netral,,,daihatsu indonesia daihatsuind oct ken nikah korban harap palsu kalo hadiah lupa follow daihatsu on gbox era is live claim your gbox now each gbox contains one three rewards eth gbt or redacted dont out supply is limited
23-Jan,Ini lgi gangguan ya livinnya ? @bankmandiri,Negatif,,,lgi ganggu livinnya bankmandiri
23-Jan,"Lepas Pedal Gas Jangan lupa melepas pedal gas saat ingin berpindah gigi. Dengan melepas pedal gas secara sementara, maka putaran mesin akan menurun sehingga mengurangi getaran.Translate post",Netral,56305,34,lepas pedal gas lupa lepas pedal gas pindah gigi lepas pedal gas putar mesin turun kurang getarantranslate post
23-Jan,"*READY NIK 2022* *Tanyakan untuk ketersediaan stok nya* Katalog & Price List Mobil Honda lain nya bisa Japri ya, *Dapatkan juga promo menarik lainya ;* ? Paket DP mulai 10% ? Tenor 1...",Netral,14,87,ready nik sedia stok katalog price list mobil honda japri dapat promo tarik lai paket dp tenor
23-Jan,"Antar orderan jadi makin semangat! Dilengkapi sistem power steering untuk meningkatkan tenaga yang diperlukan untuk memutar roda, mengemudikan Suzuki New Carry kini menjadi lebih ringan dan...",Positif,56342,34,order semangat lengkap sistem power steering tingkat tenaga putar roda kemudi suzuki new carry ringan
23-Jan,Ini daftar harga mobil Toyota per Januari 2023 https://bit.ly/3CENMpz #PakeMomobil #JelasAmanTranslate post,Netral,332,13,daftar harga mobil toyota januari pakemomobil jelasamantranslate post
23-Jan,"Dijual mobil Honda Brio E CKD 2014, lokasi purwakarta. Harga 127jt nego Sekitar JABAR bisa diantarkan untuk cek kondisi mobil. Selebihnya bisa tanya di DM #jualmobil #mobilbekas #mobilberkualitas...",Netral,3,23,jual mobil honda brio ckd lokasi purwakarta harga jt nego jabar antar cek kondisi mobil lebih dm jualmobil mobilbekas mobilberkualitas
23-Jan,"Dijual mobil Honda Brio E CBU 2013, lokasi purwakarta. Harga 125jt nego Sekitar JABAR bisa diantarkan untuk cek kondisi mobil. Selebihnya bisa tanya di DM #jualmobil #mobilbekas #mobilberkualitas...",Netral,3,23,jual mobil honda brio cbu lokasi purwakarta harga jt nego jabar antar cek kondisi mobil lebih dm jualmobil mobilbekas mobilberkualitas
23-Jan,Thank’s for my xrp bonus @abdullah1599 @CryptoMasterCom @sajjadcj5 @Nyzteazer @merevik28538474 @anthonyrosigno1 @bye_TWIT_R @SimonDegraff @RECKLESSROBOT @Fikri240300 @DalbyHelen @ddtunsta...,Positif,,,thanks for my xrp bonus abdullah cryptomastercom sajjadcj nyzteazer merevik anthonyrosigno byetwitr simondegraff recklessrobot fikri dalbyhelen ddtunsta
23-Jan,masih sangat amat relevan dan akan terus berlanjutTranslate post,Positif,1,81,relevan berlanjuttranslate post
23-Jan,"Setuju. Beli mobil hyundai accent 1999 di tahun 2021 di harga 27,5jt. Total perawatan, peremajaan dan cat ulang sudah 35 jutaan sendiri. Sampai sekarang masih banyak jajannya. Saran saya memang...",Negatif,700,651,tuju beli mobil hyundai accent harga jt total awat remaja cat ulang juta jajan saran
19-Dec,Sujud - mbrebes mili ganok suarane sampe teles kebes tapi gak cendol dawet :'),Netral,,,sujud mbrebes mil ganok suarane sampe teles kebes gak cendol dawet
23-Jan,"Faktanya, postingan yang menyebut ada pembagian mobil Honda Civic secara acak hanya dengan mengetikkan kata tertentu di Facebook adalah hoaks. Selengkapnya di https://cekfakta.com/focus/11404...",Negatif,1901,31,fakta postingan sebut bagi mobil honda civic acak etik facebook hoaks lengkap
23-Jan,"Untuk informasi lebih lengkap tentang sistem keselamatan aktif Hyundai SmartSense di STARIA, Anda dapat menghubungi kami via WhatsApp ataupun Google Meet melalui link berikut https://hyundaimobil.c...",Positif,12574,95,informasi lengkap sistem selamat aktif hyundai smartsense staria hubung via whatsapp google meet link
23-Jan,Dapatkan promo menarik dengan bonus melimpah : ✅ Logam Mulia ✅ Bunga Kredit Rendah ✅ DP 10% ✅ Pilihan tenor 7 tahun ✅ EXTRA cashback 4 juta Tunggu apa lagi? Segera miliki All New...,Positif,56315,34,dapat promo tarik bonus limpah logam mulia bunga kredit rendah dp pilih tenor extra cashback juta tunggu milik all new
23-Jan,Ada Program Perawatan Baru untuk Pemilik Mobil Mitsubishi https://viva.co.id/otomotif/mobil/1519312-ada-program-perawatan-baru-untuk-pemilik-mobil-mitsubishi…Translate post,Netral,32,39,program awat milik mobil mitsubishi post
23-Jan,Honda CRX Delsol Targa roof Elektrik Basic tahun 1993 Surat akur pajak panjang Mesin B16A Manual transmision Kaki kaki asli bawaan mirip punya Ferio Harga sangat murah dan terjangkau untuk...,Positif,155665,399,honda crx delsol targa roof elektrik basic surat akur pajak mesin ba manual transmision kaki kaki asli bawa ferio harga murah jangkau
23-Feb,"Pemilik Mobil Yaris yang Ditabrak Singa di Taman Safari Muncul, Beri Tanggapan Menggelitik @joswito https://pejabatpublik.com/2023/02/11/pemilik-mobil-yaris-yang-ditabrak-singa-di-taman-safari-munc...",Negatif,93,92,milik mobil yaris tabrak singa taman safari muncul tanggap gelitik joswito
23-Feb,"Dengan bagasi yang memiliki kapasitas maksimal 803 liter, Suzuki All New Ertiga Hybrid siap menunjang segala aktivitas para urban hustler! Kalau kegiatan kamu hari ini apa aja, Suzuki Family?...",Positif,56354,34,bagasi milik kapasitas maksimal liter suzuki all new ertiga hybrid tunjang aktivitas urban hustler giat suzuki family
23-Feb,Mamalukan institusi. Gue klo gk ada senjata hisa ngamuk kaya gini...Translate post,Negatif,79,330,mamalukan institusi klo gk senjata hisa ngamuk kaya ginitranslate post
23-Feb,Selamat memperingati Isra Mikraj Nabi Muhammad SAW ? Mari tingkatkan iman dan takwa di hari Isra Mikraj ini Sahabat Daihatsu! #DaihatsuSahabatku,Positif,234108,10929,selamat ingat isra mikraj nabi muhammad saw mari tingkat iman takwa isra mikraj sahabat daihatsu daihatsusahabatku
23-Feb,"Berdasarkan laporan BPBD Sulsel pada 13 Februari hingga 15 Februari 2023, tercatat 8 kabupaten/kota yg terdampak cuaca ekstrem mulai dari banjir, angin kencang hingga tanah longsor. Wilayah...",Negatif,,,dasar lapor bpbd sulsel februari februari catat kabupatenkota dampak cuaca ekstrem banjir angin kencang tanah longsor wilayah
23-Mar,"Empat bulan jadi pj Gubernur Heru Budi Belum Punya Mobil Dinas,Kendaraan Lama Dialihkan ke Anies Sejak menjabat Heru menggunakan kendaraan dinas dari Sekretariat Negara yakni mobil Toyota Innova...",Netral,10362,10124,pj gubernur heru budi mobil dinaskendaraan alih anies jabat heru kendara dinas sekretariat negara mobil toyota innova
23-Jun,"Cek juga INSTAGRAM kita https://t.co/Hzqu5q1rEW ⚫Salam Persaudaraan SUZUKI INDONESIA #SuzukiLovers #NYALAKAN NYALI. SUZUKILOVERS.ID (@suzuki_lovers) on X ⚫Cek juga INSTAGRAM kita https://t.co/Hzqu5q1rEW




 ⚫Salam Persaudaraan SUZUKI INDONESIA #SuzukiLovers #NYALAKAN NYALI",Netral,,,cek instagram salam saudara suzuki indonesia suzukilovers nyala nyali suzukiloversid suzukilovers on cek instagram salam saudara suzuki indonesia suzukilovers nyala nyali
24-Apr,Mau menangin hadiah heboh buat belanja di Tokopedia? Ikutan keseruan TataPaket! https://tokopedia.link/Dk9YSej09Ib #Tokopedia via @Tokopedia,Netral,,,menangin hadiah heboh belanja tokopedia ikut seru tatapaket tokopedia via tokopedia
23-Mar,#menjelangramadhan Tiada Kebahagiaan tanpa Syukur. Tiada rasa Syukur tanpa Sabar. Tiada Sabar tanpa Maaf. Marhaban yaa Ramadhan. Mohon maaf lahir dan batin Sahabat...??? Selamat Menunaikan...,Positif,,,menjelangramadhan tiada bahagia syukur tiada syukur sabar tiada sabar maaf marhaban ramadhan mohon maaf lahir batin sahabat selamat tunai
23-Dec,#ngajigusbaha #ngajifikih,Netral,,,ngajigusbaha ngajifikih
23-Mar,"Enak betul jadi Menteri Keuangan (Menkeu) Sri Mulyani. Turun dari pesawat di bandara, tidak perlu jalan jauh-jauh, karena sudah ada yang jemput. Sayangnya, gemerlap fasilitas sang menteri tidak...",Positif,366213,52,enak menteri uang menkeu sri mulyani turun pesawat bandara jalan jauhjauh jemput sayang gemerlap fasilitas sang menteri
23-Apr,"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Apr 6, 2023. Main tebak-tebakan yuk! Berapa Suzuki Ignis yang sudah melewati gerbang tol? Kalau sudah dihitung Iwan Rahadian (@rahadian_iwan) on X iwan rahadian",Netral,,,official suzuki indonesia suzukiindonesia apr main tebaktebakan suzuki ignis lewat gerbang tol hitung iwan rahadian rahadianiwan on iwan rahadian
23-Apr,"Viral Video kendaraan pemadam kebakaran terhalang mobil parkir di depan rumah. Dalam unggahan tersebut, mobil Damkar kesulitan saat melintas di Jalan Kopo Gg. Hj. Topek, Babakan Asih, Kota...",Negatif,318184,155,viral video kendara madam bakar halang mobil parkir rumah unggah mobil damkar sulit lintas jalan kopo gg hj topek babakan asih kota
23-Apr,"Hari ini, 11 April 2023, Shopee bertemu dengan Evita, satu dari lima pengguna yang beruntung membeli Toyota Agya dengan harga Rp 1. Pertemuan ini diadakan untuk menandatangani & serah terima...",Positif,937041,7,april shopee temu evita guna untung beli toyota agya harga rp temu ada menandatangani serah terima
23-Aug, (@) on X https://t.co/DonWn3Wnxq,Netral,,,on
23-Apr,"Hari ini, 13 April 2023, Shopee bertemu Devi Agustina Anggraeni, satu dari lima pengguna Shopee yang beruntung membeli Toyota Agya seharga Rp1. ? Pertemuan ini diadakan untuk menandatangani...",Positif,937192,7,april shopee temu devi agustina anggraeni guna shopee untung beli toyota agya harga rp temu ada menandatangani
23-Apr,"DIDUGA MELAJU DENGAN KECEPATAN TINGGI, MOBIL HONDA BRIO HANTAM 2 Aktual Online (@AktualOnline_) on X Menyajikan berita terbaru.",Negatif,,,duga laju cepat mobil honda brio hantam aktual online aktualonline on saji berita baru
23-Apr,"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Feb 20, 2023. Kuis Suzuki IIMS 2023 sudah dimulai! Perhatikan soalnya lalu tulis jawaban kamu di kolom komentar Joesa b-gok (@_joesa) on X #enjoy
WhatsApp : +6281540807916 / 
Line ID : Joesab-gok / 
facebook : Joesa B-gok / 
instagram : joesa_b_goks",Netral,,,official suzuki indonesia suzukiindonesia feb kuis suzuki iims perhati tulis kolom komentar joesa bgok joesa on enjoy whatsapp line id joesabgok facebook joesa bgok instagram joesabgoks
23-May,"Walaupun sunroofnya sama, ternyata fungsinya berbeda-beda tergantung pemiliknya! Kalau kamu tipe yang mana nih? ? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",Netral,56376,34,sunroofnya fungsi berbedabeda gantung milik tipe suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post
23-May,Ketahui fakta tentang Allgrip Pro 4WD pada Suzuki Jimny dengan mode berkendara yang cocok digunakan di segala medan! Check it out~ #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate...,Positif,56208,35,tahu fakta allgrip pro wd suzuki jimny mode kendara cocok medan check it out suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate
23-May,Udah ketemu mobil impian di situs http://Mocil.id belum? Pastinya pengajuan kredtinya melalui DSF ya! Soal DP dan cicilannya. Dapatkan promo dan bonus menarik di setiap bulannya. Kunjungi http://mo...,Positif,,,udah ketemu mobil impi situs pasti aju kredtinya dsf dp cicil dapat promo bonus tarik bulan kunjung
23-Jun,"Ini pembelian mobil Wuling ke 3 baik atas nama pribadi maupun perusahaan namun untuk ke 3 ini sangat mengecewakan. Seharusnya QC check tdk lolos dgn cacat (@) on X China needs better story tellers. 

Here are 34 people from 16 Arab countries visiting Xinjiang, but all you get are some impersonal photos and videos.

There’s no memorable theme, headline, phrases or fun/interesting stories. 

Instead, these people should have been interviewed",Negatif,,,beli mobil wuling nama pribadi usaha kecewa qc check tdk lolos cacat on china needs better story tellers here are people from arab countries visiting xinjiang but all get are some impersonal photos and videos theres no memorable theme headline phrases or funinteresting stories instead these people should have been interviewed
23-May,Tertarik membeli mobil Agya di tahun 2023? Berikut spesifikasi dan harga mobil Toyota Agya 2023 dari beberapa tipe.Translate post,Netral,1142173,64,tarik beli mobil agya spesifikasi harga mobil toyota agya tipetranslate post
24-Mar,"Semua altlit peraih emas, dihadiahi Mobil Toyota 700 keluaran tahun 1963/1964. #pebulutangkislegendaris #pssi #atletbulutangkis #thomascup #thomascup1964 sipipihitam (@dieputri) on X Initiator Program PIJAR (Pi Mengajar)
Remote Area Program & Disaster Management CTARSA Foundation
Former Creative @kompastv
Former Associate Producer @trans7",Positif,,,altlit raih emas hadiah mobil toyota keluar pebulutangkislegendaris pssi atletbulutangkis thomascup thomascup sipipihitam dieputri on initiator program pijar ajar remote area program disaster management ctarsa foundation former creative kompastv former associate producer trans
23-May,Toyota dan Daihatsu Indonesia Pastikan Raize-Rocky Tak Terdampak Skandal Uji Tabrak #TempoOtomotifTranslate post,Netral,2253675,18,toyota daihatsu indonesia pasti raizerocky dampak skandal uji tabrak tempootomotiftranslate post
23-May,"Bank Rakyat Indonesia (BRI) menyediakan hadiah mobil Hyundai Creta bagi pedagang dan pembeli di Pasar Induk Kramat Jati, Jakarta Timur yang berbelanja atau transaksi tanpa uang tunai. #Sindonews...",Positif,409183,184,bank rakyat indonesia bri sedia hadiah mobil hyundai creta dagang beli pasar induk kramat jati jakarta timur belanja transaksi uang tunai sindonews
23-May,"Kasta terendah penumpang kini bukan lagi penumpang paling belakang! XL7 punya kabin yang luas untuk penumpangnya dengan fitur reclining seat pada baris ketiga, jadi bisa atur sendiri kenyamanan...",Positif,56245,35,kasta rendah tumpang tumpang xl kabin luas tumpang fitur reclining seat baris tiga atur nyaman
24-Jan,"Test test Resolusi 2024 1. Ganti mobil > Wuling Alvez 2. Holiyay Bali, Singapore 3. Naik Gaji 4. Kasih THR ke orgtu dan adik2 2x lipat dari tahun sebelumnya 5. Rajin Ibadah 6. Diet 7. ??? 8....",Positif,,,test test resolusi ganti mobil wuling alvez holiyay bal singapore gaji kasih thr orgtu adik lipat rajin ibadah diet
23-May,"Butuh bawa banyak muatan nih, jadi butuh torsi yang besar juga dong! Ini manfaat torsi besar pada mobil pick up. Check it out! ⬇️ #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTransl...",Positif,56290,35,butuh bawa muat butuh torsi manfaat torsi mobil pick up check it out suzuki suzukiindonesia suzukitemanberkendara yourgeartransl
23-May,"Torsi dibutuhkan untuk memutar objek pada mesin mobil agar bisa bergerak dan melaju. Pada mobil pick up, tenaga atau torsi yang besar jelas dibutuhkan agar mobil tetap bisa berjalan dengan...",Netral,56335,34,torsi butuh putar objek mesin mobil gerak laju mobil pick up tenaga torsi butuh mobil jalan
23-May,Begini kronologi kasus Bambang Kayun yang didakwa menerima suap uang dan barang berupa mobil Toyota Fortuner senilai Rp 57 miliar.Translate post,Negatif,22058604,42,kronologi bambang kayun dakwa terima suap uang barang mobil toyota fortuner nila rp miliartranslate post
23-May,"Buat yang penasaran pengen ngeliat mobil Hyundai #IONIQ5 yang PPNnya cuma 1%, bisa dateng ke Hyundai Exhibition yang diadain di beberapa mall di Indonesia! Selain bisa liat mobilnya langsung,...",Netral,645116,339,penasaran ken ngeliat mobil hyundai ioniq ppnnya dateng hyundai exhibition diadain mall indonesia liat mobil langsung
23-May,"Wihhh, keren banget! Ternyata di trailer 'Spider-Man: Across the Spider-Verse' ada Hyundai IONIQ! Buat yang gak sabar nungguin filmnya, bisa banget dateng ke @hyundaimotorid Exhibition di berbagai...",Positif,91444,774,wihhh keren trailer spiderman across spiderverse hyundai ioniq gak sabar nungguin film dateng hyundaimotorid exhibition
23-May,60 juta sih bisa banget buat DP mobil Suzuki?Translate post,Netral,56240,35,juta dp mobil suzukitranslate post
23-May,"Suzuki Baleno mau dilihat dari sisi mana pun, tetap terlihat elegan kan!? Apalagi desain velg barunya yang modern dan eye-cathing! Bikin semua orang nengok sepanjang jalan. ? #Suzuki #SuzukiIndo...",Positif,55907,35,suzuki baleno sisi elegan desain velg baru modern eyecathing orang nengok jalan suzuki suzukiindo
23-May,"Walaupun sudah gak banyak digunakan pada kendaraan modern, rem tromol ternyata punya kelebihan dibandingkan dengan rem cakram! Simak di sini yuk, Suzuki Family! #Suzuki #SuzukiIndonesia #SuzukiTeMa...",Positif,56307,34,gak kendara modern rem tromol lebih banding rem cakram simak suzuki family suzuki suzukiindonesia suzukitema
24-Mar,Lihat video Bayu hutama motor! #TikTok,Netral,,,lihat video bayu hutama motor tiktok
23-May,Bus Danau Raya Jurusan Solok-Padang Hilang Kendali dan Tabrak Tebing di Koto Gaek via @infosumbar https://infosumbar.net/berita/berita-sumbar/solok-raya/bus-danau-raya-jurusan-solok-padang-hilang-k...,Negatif,252244,63006,bus danau raya jurus solokpadang hilang kendali tabrak tebing koto gaek via infosumbar
23-Jul,"#WulingQuiz 6 tahun #WulingMotors hadir di Indonesia. Nah, mana mobil Wuling favorit Anda saat ini & share apa alasannya. Ada hadiah saldo e-wallet total ....nadatunggu... (@nematz88) on X opo jareee",Positif,,,wulingquiz wulingmotors hadir indonesia mobil wuling favorit share alas hadiah saldo ewallet total nadatunggu nematz on opo jareee
23-May,"Sopir Diduga Mengantuk, Fortuner Terjun ke Sungai di CilegonTranslate post",Negatif,1078257,221,sopir duga antuk fortuner terjun sungai cilegontranslate post
23-May,"Berita populer kumparanOTO, Kamis (25/5) mekanik asal Indonesia juara kompetisi teknisi di Thailand. #kumparanOTO",Positif,1078287,3,berita populer kumparanoto kamis mekanik indonesia juara kompetisi teknisi thailand kumparanoto
23-May,"Mobil itu butuh perputaran mesin supaya bisa melaju di jalanan sesuai medannya. Terus, kapan ya waktu yang tepat untuk menggunakan gigi D1? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGear...",Netral,56332,34,mobil butuh putar mesin laju jalan sesuai medan gigi suzuki suzukiindonesia suzukitemanberkendara yourgear
23-May,Opsi transmisi D1 umumnya digunakan pada saat engine brake pada jalan turunan yang tajam atau panjang dan saat melalui tanjakkan yang terbilang curam.Translate post,Netral,56277,35,opsi transmisi engine brake jalan turun tajam tanjak bilang curamtranslate post
23-May,"Pukul 8 malam mereka pun menuju ke hotel di kawasan Jalan Lapangan Banteng, tak diketahui pasti siapa yang ikut bersama Afriyani. Kala itu Afriyani mengendarai mobil Daihatsu Xenia, semua berjalan...",Netral,2441,2201,malam hotel kawasan jalan lapang banteng afriyani afriyani kendara mobil daihatsu xenia jalan
23-May,"Jan 26, 2023. Ini alasan Marcus/Kevin memutuskan mundur dari babak 16 besar Daihatsu Indonesia Masters 2023 di tengah pertandingan melawan wakil dari China Kiky Paramita (@paramita_kiky) on X ♊",Netral,,,jan alas marcuskevin putus mundur babak daihatsu indonesia masters tanding lawan wakil china kiky paramita paramitakiky on
23-May,Viral di media sosial video satu unit mobil Toyota Fortuner yang habis dilalap oleh si jago merah hingga hanya tersisa rangka mobil saja.Translate post,Negatif,8635624,29,viral media sosial video unit mobil toyota fortuner habis lalap jago merah sisa rangka mobil sajatranslate post
18-Dec,"Hidup kadang kayak Angrybird, kalo gagal ada aja babi yang ketawa. #recehkantwitter",Negatif,,,hidup kadang kayak angrybird kalo gagal babi ketawa recehkantwitter
23-May,BRI Cabang Sentani Gelar Undian Panen Hadiah Simpedes,Netral,563815,264,bri cabang sentani gelar undi panen hadiah simpedes
23-May,"Panggilan Buat Konsumen Mobil Honda, Cek Status Recall SekarangTranslate post",Netral,4194686,12,panggil konsumen mobil honda cek status recall sekarangtranslate post
24-Mar,"Daihatsu Indonesia · @DaihatsuInd. ·. Mar 16. Tebak pertanyaannya dan akan ada 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow. @ Dedi Afianto (@afianto_dedi) on X ? Rizka Tri Destiani 
? Abisatya Giandra Pandega",Positif,,,daihatsu indonesia daihatsuind mar tebak tanya ribu saldo astrapay orang untung syarat follow dedi afianto afiantodedi on rizka tri destiani abisatya giandra pandega
23-May,"<iframe src=""https://octaengine.com/ib/300x250/ib31471886…"" allowtransparency=""true"" framespacing=""0"" frameborder=""no"" scrolling=""no"" width=""300"" height=""250""></iframe>",Netral,,,
23-May,Promo Mobil Honda Jabodetabek harga murah terbaruTranslate post,Positif,2057,4824,promo mobil honda jabodetabek harga murah terbarutranslate post
